player_name,team,season,age,games_played,games_started,minutes_per_game,points,rebounds,assists,steals,blocks,turnovers,fg_pct,three_pt_pct,ft_pct,usage_rate,per,true_shooting_pct,bpm,vorp
Chris Wilson,CLE,2008-09,22,80,0,28.6,23.8,5.2,2.8,0.9,1.2,1.1,0.493,0.302,0.875,22.9,25.9,0.489,-2.5,-0.7
Donovan Mitchell,ORL,2008-09,23,26,13,24.2,8.4,5.3,3.5,2.1,1.1,1.4,0.455,0.374,0.84,22.7,18.4,0.585,-1.5,1.6
Jayson Taylor,SAS,2008-09,22,79,34,14.1,18.6,0.5,3.0,1.3,0.4,3.5,0.525,0.353,0.82,20.3,3.7,0.491,-1.9,5.2
Marcus Hill,LAL,2008-09,26,36,17,30.8,12.0,1.2,3.9,1.0,0.6,1.6,0.456,0.294,0.794,27.7,22.4,0.619,-2.7,1.3
Tyrese Green,DET,2008-09,22,75,63,38,8.2,3.9,2.1,0.1,0.2,3.5,0.453,0.408,0.705,26.9,13.6,0.649,1.5,2.1
Ja Evans,POR,2008-09,29,21,7,27.6,21.9,3.1,0.2,1.5,0.9,2.3,0.483,0.351,0.902,28.2,24.8,0.502,1.2,-0.2
Chris Baker,POR,2008-09,21,63,6,17.3,15.5,7.1,0.4,0.7,0.5,0.9,0.502,0.388,0.715,31.6,15.6,0.493,-0.8,1.4
Andre Brown,DAL,2008-09,23,80,53,27.1,23.7,6.2,2.8,1.7,0.6,2.6,0.528,0.293,0.891,30.4,16.7,0.568,3.6,3.1
LaMelo Reed,PHX,2008-09,31,27,9,8.1,12.1,3.9,2.0,1.4,0.4,3.2,0.537,0.357,0.809,31.1,14.8,0.617,-2.0,0.1
CJ Nelson,MEM,2008-09,21,39,1,9.8,12.5,7.4,0.7,1.2,0.5,3.7,0.496,0.291,0.749,23.7,12.1,0.58,6.8,-0.4
Jaylen Miller,HOU,2008-09,20,47,27,29.7,14.4,1.3,2.2,0.9,0,1.9,0.411,0.39,0.798,18.8,18.8,0.585,-2.1,-0.3
Giannis Thomas,DAL,2008-09,24,64,38,28.2,15.1,3.4,0.5,1.0,0.8,2.1,0.422,0.337,0.824,22.1,20.5,0.608,-2.0,-1.4
Shai Turner,PHI,2008-09,24,65,31,29.3,17.5,5.5,10.4,0.7,1.5,2.1,0.543,0.299,0.856,15.9,10.6,0.52,1.5,5.3
Malik Allen,ATL,2008-09,31,62,60,36.1,11.5,2.2,0.2,1.2,0.7,1.1,0.385,0.379,0.879,26.1,11.1,0.509,3.6,4.6
Pascal Taylor,MIL,2008-09,20,53,51,25.0,16.8,6.0,5.4,1.3,0.3,2.5,0.499,0.396,0.732,21.7,13.0,0.511,3.3,2.9
Marcus Mitchell,MIA,2008-09,28,43,10,21.3,8.5,5.4,6.5,0.6,1.4,1.9,0.525,0.405,0.776,30.4,17.4,0.508,4.7,1.0
Domantas Stewart,BKN,2008-09,32,62,61,24.5,6.4,3.2,0.9,1.0,1.0,4.0,0.459,0.387,0.683,27.1,18.8,0.647,-2.9,2.1
Giannis Baker,POR,2008-09,24,49,48,21.7,10.9,7.4,2.8,0.7,0,1.0,0.471,0.334,0.803,17.8,14.8,0.513,-4.0,-0.9
DeAndre Wilson,SAS,2008-09,19,50,11,18.0,7.3,4.9,5.1,0.3,1.3,1.5,0.428,0.358,0.76,32.9,18.5,0.561,4.7,-1.1
CJ Collins,PHI,2008-09,23,59,20,29.0,8.4,7.2,3.6,1.1,0.5,2.3,0.526,0.334,0.819,27.0,17.1,0.621,1.0,-1.4
Zion Parker,GSW,2008-09,30,21,8,16.0,17.1,7.5,5.9,1.5,0,3.9,0.469,0.316,0.896,34.0,18.7,0.634,2.9,1.5
CJ Murphy,MEM,2008-09,24,48,32,14.6,19.8,10.7,5.3,1.0,0.6,1.7,0.414,0.287,0.795,29.2,17.2,0.645,0.2,0.8
Jordan Edwards,LAC,2008-09,26,39,35,15.5,5.2,1.8,5.0,1.2,0.6,0.3,0.453,0.32,0.874,23.0,13.9,0.638,2.2,3.4
CJ King,MEM,2008-09,26,20,15,8.9,13.9,2.9,0.2,1.7,0.8,0.4,0.494,0.412,0.799,32.3,8.7,0.492,1.5,1.3
Domantas Stewart,BOS,2008-09,27,20,2,22.4,10.6,4.0,2.5,1.2,1.4,0.9,0.447,0.314,0.692,31.4,7.7,0.563,-1.3,1.7
Devin Turner,SAC,2008-09,25,53,41,30.7,5.0,0.6,1.1,1.2,0.1,1.8,0.506,0.332,0.864,15.6,7.7,0.611,-1.7,-2.0
Bam Young,OKC,2008-09,26,56,51,12.0,14.1,1.6,1.8,0.5,0.3,2.3,0.5,0.29,0.692,22.1,12.9,0.534,-4.9,1.3
DeAndre Roberts,NYK,2008-09,27,53,30,25.9,13.5,4.7,3.2,1.6,0,2.4,0.453,0.332,0.916,26.9,17.0,0.612,-0.0,1.1
Damian Stewart,NOP,2008-09,22,35,33,7.9,3.0,4.2,2.2,0,0,1.1,0.483,0.285,0.679,30.1,17.8,0.522,4.2,0.2
Tyrese Murphy,MEM,2008-09,20,34,10,27.2,18.9,6.3,0.9,1.5,1.2,1.9,0.437,0.31,0.833,29.8,22.1,0.643,-1.4,-2.0
Cade Mitchell,POR,2008-09,26,77,58,31.4,10.9,5.0,3.0,0.8,0,1.8,0.437,0.309,0.828,18.5,30.2,0.498,3.5,0.5
Tyrese Thompson,BKN,2008-09,20,66,17,19.9,8.0,1.0,0.2,1.0,1.2,3.7,0.439,0.377,0.813,18.0,24.7,0.609,-0.5,-1.5
Shai Brown,MEM,2008-09,22,23,11,16.0,16.7,4.2,5.2,1.5,0.6,0.8,0.509,0.321,0.753,18.2,13.3,0.551,6.1,-0.9
Luka Campbell,PHI,2008-09,23,60,15,33.3,24.0,6.6,3.7,0.7,0.6,1.8,0.46,0.358,0.91,33.8,4.9,0.564,3.7,-0.7
Devin Anderson,BOS,2008-09,28,67,65,27.3,6.0,1.0,1.7,0.2,0,3.3,0.476,0.328,0.907,27.1,17.5,0.521,0.9,0.8
DeAndre Green,CLE,2008-09,20,48,31,30.9,16.8,0.5,3.8,1.5,0.6,0.5,0.403,0.379,0.791,27.2,12.7,0.489,-1.2,2.4
Cade Young,DAL,2008-09,30,24,13,27.3,19.0,3.8,4.8,1.2,0.6,1.4,0.473,0.294,0.695,27.7,13.8,0.599,3.6,-2.4
Devin Green,CLE,2008-09,23,22,15,30.4,22.2,6.5,4.6,1.3,0,1.2,0.523,0.302,0.751,23.8,15.9,0.525,-6.7,1.5
Damian Cook,MIL,2008-09,24,68,3,13.8,16.0,0.7,6.6,1.0,0,1.3,0.533,0.342,0.86,29.5,8.2,0.538,-1.2,2.8
DeMar Miller,ATL,2008-09,30,45,5,15.4,13.0,0.5,2.0,0.8,0.5,2.7,0.437,0.383,0.68,19.8,18.3,0.624,4.5,2.9
Fred Davis,SAS,2008-09,30,25,17,24.4,23.5,7.6,0.2,1.2,1.3,2.8,0.427,0.345,0.834,28.6,15.8,0.605,4.6,-0.2
DeAndre Reed,MIA,2008-09,30,22,17,33.2,7.3,8.0,3.2,1.8,0.9,1.7,0.382,0.358,0.836,23.9,11.6,0.619,-1.9,0.3
Trae Morris,SAC,2008-09,21,46,42,25.3,15.0,6.3,4.6,0.7,0.9,2.6,0.516,0.303,0.88,19.8,13.5,0.638,2.9,-0.2
Joel Thomas,SAC,2008-09,22,38,32,23.1,14.7,8.0,5.5,1.4,0.2,1.7,0.398,0.344,0.656,22.6,19.2,0.607,0.6,0.7
Julius Young,HOU,2008-09,22,71,28,27.2,17.2,5.2,3.2,0.1,0.2,3.4,0.432,0.304,0.89,25.2,11.1,0.537,-2.5,-0.3
Giannis Young,CHI,2008-09,23,62,1,28.3,24.5,4.5,0.7,0.7,0.4,0.3,0.386,0.296,0.741,16.7,19.5,0.504,5.4,7.2
Donovan Baker,WAS,2008-09,28,38,35,23.2,7.7,8.6,4.3,1.6,1.1,1.7,0.39,0.293,0.663,19.6,19.4,0.528,-2.2,1.9
Jalen Baker,SAS,2008-09,22,81,12,18.1,28.1,5.0,2.2,0.2,1.2,1.8,0.399,0.419,0.771,29.2,7.0,0.524,0.6,2.2
Jaylen Williams,LAL,2008-09,21,58,1,21.2,12.2,0.5,5.9,0.6,0.7,2.4,0.459,0.41,0.707,21.3,13.3,0.634,-1.7,-0.5
Ja Jackson,DAL,2008-09,25,39,36,20.5,13.7,4.9,11.1,2.1,0.1,2.8,0.437,0.29,0.682,31.6,21.4,0.636,-0.2,4.2
Fred Wright,PHI,2008-09,32,74,16,19.9,10.6,3.5,6.4,0.5,0.1,1.7,0.442,0.355,0.882,34.0,19.3,0.638,-6.9,4.0
Kevin Brown,LAC,2008-09,29,24,3,18.0,18.5,6.3,2.3,0,0.4,2.7,0.385,0.373,0.662,32.1,17.4,0.563,3.2,1.1
Jalen Murphy,MIL,2008-09,28,69,0,10.2,12.6,8.4,7.0,1.4,1.0,2.6,0.463,0.351,0.791,22.5,26.8,0.583,1.7,3.0
Trae Miller,UTA,2008-09,21,80,38,20.6,7.8,7.1,3.9,0.8,0.8,2.4,0.434,0.397,0.915,32.0,15.0,0.624,-0.1,0.5
Kevin Johnson,SAC,2008-09,20,76,55,30.2,8.5,4.4,2.5,0.7,0.1,1.3,0.483,0.408,0.681,34.1,12.9,0.621,1.4,2.3
Devin Mitchell,LAL,2008-09,21,68,40,17.1,11.8,5.6,3.5,0.8,0.4,2.9,0.381,0.368,0.839,25.3,16.1,0.608,-2.2,-1.6
Kyle Campbell,SAC,2008-09,21,75,36,27.1,20.4,3.5,5.7,0.7,0.9,2.1,0.415,0.396,0.831,16.1,7.8,0.49,-1.3,1.7
Nikola Baker,BOS,2008-09,26,73,37,32.0,11.2,9.0,4.1,1.5,0,2.3,0.434,0.363,0.807,27.5,19.0,0.582,0.5,0.1
Khris Wilson,MIL,2008-09,26,46,7,32.0,14.0,10.1,4.8,1.5,0.6,1.3,0.433,0.312,0.862,19.1,9.9,0.482,-1.0,1.9
DeAndre Johnson,MIL,2008-09,27,73,23,14.3,10.3,6.9,1.4,1.4,0.8,1.5,0.45,0.302,0.92,30.1,14.9,0.637,-0.9,0.7
Julius Moore,DEN,2008-09,22,75,56,33.1,19.4,10.0,0.8,0.8,0.6,1.9,0.482,0.307,0.764,32.4,11.9,0.522,-0.7,3.4
Ja Lopez,BKN,2008-09,21,26,17,36.4,25.5,6.5,2.3,1.0,0.9,0.9,0.537,0.341,0.845,17.5,15.8,0.582,-3.5,1.1
Ja Campbell,WAS,2008-09,27,60,20,29.6,27.6,6.0,5.9,0.8,0.3,2.5,0.424,0.296,0.795,16.4,8.0,0.642,2.5,2.7
Jalen Martin,POR,2008-09,21,53,9,16.9,10.5,6.5,0.7,0.6,0.1,0.3,0.43,0.297,0.817,20.1,15.9,0.608,2.3,-0.4
Andre Baker,GSW,2008-09,20,46,12,17.4,22.7,0.5,6.4,0.9,0.2,3.3,0.445,0.41,0.75,19.0,9.0,0.501,1.5,0.3
Nikola Murphy,PHI,2008-09,26,30,21,26.9,10.3,4.4,6.7,1.1,0.8,2.2,0.414,0.391,0.677,17.5,12.8,0.521,-3.7,1.0
Zion Lopez,CHI,2008-09,29,34,1,21.2,7.4,4.2,0.2,0.7,1.1,3.4,0.403,0.347,0.695,21.9,18.7,0.511,0.8,3.9
Shai Anderson,LAC,2008-09,25,38,2,30.9,21.0,9.1,1.0,1.0,0.4,1.3,0.491,0.29,0.666,27.5,20.0,0.484,-0.1,1.3
Luka Adams,ATL,2008-09,29,48,38,9.0,15.6,10.2,3.8,0.2,0.7,3.1,0.451,0.346,0.722,33.3,16.5,0.614,-1.8,5.1
Darius Cook,SAS,2008-09,26,57,55,20.3,20.5,7.7,0.2,1.0,0.6,1.9,0.428,0.368,0.702,19.3,6.4,0.647,0.5,2.5
Cade Wright,MIA,2008-09,23,70,51,31.7,15.9,13.6,7.6,0.8,1.9,2.7,0.456,0.4,0.663,31.9,17.1,0.523,-0.2,-0.5
Malik Mitchell,NOP,2008-09,29,48,8,38,23.8,5.4,8.1,0.9,0.4,0.4,0.411,0.344,0.761,32.5,3.7,0.581,-0.4,0.2
Nikola Parker,DAL,2008-09,28,80,16,20.7,10.1,1.3,5.1,0.9,0.4,3.7,0.475,0.281,0.819,19.1,16.4,0.643,2.4,3.2
Bam Parker,MIL,2008-09,19,77,30,19.8,14.0,1.4,5.6,1.5,0,2.2,0.439,0.345,0.824,27.9,10.8,0.634,-2.9,-0.8
Brandon King,CHI,2008-09,20,36,17,33.0,12.8,2.6,0.7,1.1,0.6,3.1,0.495,0.303,0.89,31.8,14.4,0.539,-0.1,1.0
Bam Williams,OKC,2008-09,28,32,6,15.7,18.7,4.4,2.1,1.3,0.2,4.1,0.435,0.407,0.714,28.6,22.0,0.581,-4.0,0.1
Kevin Baker,MIN,2008-09,23,56,1,12.9,5.6,5.3,4.0,2.0,1.6,0.3,0.399,0.327,0.791,27.7,17.9,0.534,-0.1,-1.3
Malik Young,NOP,2008-09,22,76,66,38,16.9,8.3,2.4,1.3,1.3,2.5,0.432,0.391,0.865,21.6,21.7,0.597,-4.0,1.2
Khris Reed,BOS,2008-09,22,70,51,31.4,12.4,2.6,4.5,0.8,0,2.1,0.493,0.282,0.681,27.2,25.6,0.511,4.7,4.4
Khris Evans,MIN,2008-09,23,44,33,11.4,21.4,7.9,5.2,1.7,0.7,2.9,0.431,0.332,0.716,34.2,12.7,0.538,2.2,0.9
Fred Cook,SAS,2008-09,26,30,12,27.4,7.9,2.4,6.5,1.8,0.6,1.0,0.441,0.335,0.887,17.4,15.7,0.54,-0.7,-0.8
DeAndre Collins,LAC,2009-10,31,76,37,27.0,10.3,8.3,5.9,0,0,3.7,0.46,0.405,0.652,17.2,14.0,0.543,-2.0,-0.5
Fred Mitchell,UTA,2009-10,26,53,16,34.6,15.7,0.5,2.2,1.0,1.9,3.1,0.521,0.415,0.911,23.8,15.7,0.635,-3.4,-0.8
Darius Roberts,PHX,2009-10,20,24,22,29.1,10.8,3.8,2.7,1.6,1.1,1.1,0.395,0.305,0.764,25.8,12.9,0.512,-2.0,1.8
Kevin Stewart,LAL,2009-10,23,58,34,19.2,29.8,1.7,5.6,1.2,0,1.2,0.55,0.357,0.662,31.0,19.1,0.639,-0.9,3.4
DeAndre Nelson,DET,2009-10,24,75,72,32.6,12.2,7.9,3.2,1.0,0.5,0.8,0.456,0.36,0.693,17.6,8.7,0.621,4.3,1.6
Devin Stewart,PHI,2009-10,23,40,12,35.0,14.5,2.7,4.5,0.5,1.3,1.0,0.533,0.402,0.894,26.2,21.0,0.526,-5.0,2.0
Cade Carter,MIN,2009-10,22,51,13,33.4,4.9,1.2,4.4,0.9,0.6,1.6,0.465,0.394,0.802,20.4,13.3,0.538,3.9,4.7
Nikola Baker,UTA,2009-10,24,75,2,17.5,12.0,7.0,7.4,1.5,1.0,1.8,0.527,0.364,0.798,18.6,11.8,0.575,2.8,1.4
Chris Taylor,MIN,2009-10,28,46,35,11.5,10.4,6.7,2.9,1.2,0.7,1.0,0.426,0.42,0.912,28.0,17.5,0.578,4.4,0.1
James Reed,ORL,2009-10,20,42,2,13.9,14.3,3.7,6.3,1.1,0,2.5,0.51,0.334,0.914,30.9,20.3,0.648,1.4,1.3
CJ Jackson,PHX,2009-10,23,47,40,5,23.3,5.4,2.7,1.1,1.0,2.4,0.431,0.351,0.898,18.1,6.0,0.488,4.5,4.0
Anthony Davis,CLE,2009-10,24,37,19,21.0,19.9,4.9,1.0,0.6,0.6,1.1,0.397,0.396,0.839,26.5,16.7,0.598,0.0,3.6
Domantas Young,MEM,2009-10,22,67,40,18.8,8.1,0.5,6.7,0.6,0.6,1.9,0.506,0.411,0.884,26.3,15.4,0.559,-1.6,1.7
Kyle Moore,MIN,2009-10,27,52,51,25.0,12.9,5.2,6.9,0.9,0.9,1.4,0.418,0.371,0.691,18.3,14.8,0.499,-2.5,-0.4
DeAndre Young,CLE,2009-10,26,21,4,9.0,8.6,6.4,4.9,1.3,1.2,4.3,0.446,0.343,0.747,15.8,20.0,0.577,1.9,-0.4
Jayson White,NOP,2009-10,23,71,14,25.8,19.4,0.5,4.5,1.8,1.3,2.8,0.437,0.332,0.701,17.4,15.0,0.53,0.4,-0.8
Darius Nelson,MIA,2009-10,31,31,22,22.1,13.4,6.8,1.9,1.1,0,2.6,0.437,0.321,0.855,28.4,12.5,0.498,-2.0,-0.6
Cade Young,OKC,2009-10,23,71,65,12.3,21.1,6.1,5.0,0.4,0.2,2.5,0.485,0.325,0.908,17.8,10.6,0.543,-0.5,2.7
Tyrese Phillips,NYK,2009-10,22,32,11,19.2,21.5,4.1,3.9,0.7,0.1,3.8,0.549,0.289,0.655,23.3,17.8,0.599,-1.0,-1.0
Ja Miller,ATL,2009-10,24,49,5,28.2,19.4,3.2,5.2,1.9,0.3,2.4,0.487,0.373,0.767,25.7,20.9,0.558,0.2,1.1
Tyrese Moore,MIL,2009-10,26,64,22,15.6,16.6,2.6,3.0,1.8,1.4,1.2,0.476,0.389,0.722,22.9,23.6,0.624,1.7,0.4
Jaylen King,MIA,2009-10,24,29,9,34.5,19.9,6.3,2.6,0.5,1.0,3.1,0.429,0.407,0.803,30.0,10.5,0.639,-0.0,4.9
Zion Moore,HOU,2009-10,22,38,20,27.0,14.8,6.8,3.1,1.0,0.8,3.3,0.418,0.381,0.728,26.2,14.9,0.557,1.7,0.1
DeAndre Nelson,MIL,2009-10,29,69,32,24.2,10.8,4.0,1.6,1.3,0.8,1.9,0.4,0.372,0.866,25.3,20.3,0.529,5.2,3.4
Kyle Carter,SAC,2009-10,20,41,13,30.4,5.8,2.7,4.8,0.7,1.3,2.3,0.534,0.32,0.752,19.8,7.5,0.516,-3.7,1.8
Andre Murphy,CHI,2009-10,25,27,19,30.7,15.5,1.2,2.5,0.8,0.8,0.6,0.426,0.419,0.677,19.9,13.0,0.634,-3.2,4.5
Kyle Allen,PHX,2009-10,29,73,29,26.0,2,9.3,0.3,1.8,1.6,1.2,0.537,0.354,0.735,29.1,19.7,0.581,1.0,-1.6
Shai Stewart,PHX,2009-10,29,34,27,18.0,8.6,7.6,0.2,1.1,0.6,4.1,0.415,0.318,0.914,32.8,18.0,0.52,1.1,2.4
Tyrese Wright,IND,2009-10,25,73,22,30.9,10.2,9.9,5.5,0.8,1.2,1.1,0.504,0.375,0.787,19.2,18.7,0.515,-2.6,-2.3
Darius Wilson,PHI,2009-10,21,69,44,20.4,19.2,7.5,5.8,1.6,0.4,1.0,0.531,0.367,0.77,27.8,9.3,0.516,-2.5,2.6
Zion Lopez,BOS,2009-10,24,74,27,8.7,7.2,0.9,0.2,1.4,0.8,1.1,0.456,0.312,0.897,30.2,7.4,0.573,1.8,2.2
Devin Turner,MEM,2009-10,28,58,14,18.2,18.3,4.0,5.8,1.1,0.6,2.5,0.545,0.317,0.661,31.1,12.6,0.57,-4.4,2.4
Jaylen Martin,MIL,2009-10,29,79,75,30.0,13.8,5.2,6.3,0.7,1.1,3.4,0.539,0.294,0.873,24.4,8.2,0.545,-6.9,0.7
Jayson Parker,NYK,2009-10,32,56,44,29.8,13.4,5.2,0.9,1.3,0.1,2.4,0.404,0.315,0.786,29.0,15.9,0.491,1.3,3.1
Jalen Phillips,BOS,2009-10,23,36,12,15.3,13.1,0.5,1.0,0.4,0.6,4.1,0.544,0.324,0.776,21.5,4.1,0.597,-0.2,0.1
Marcus Cook,OKC,2009-10,28,50,34,32.0,14.0,8.7,0.2,1.0,0.8,1.5,0.419,0.355,0.9,34.9,19.1,0.496,-0.5,3.8
Jordan Morris,CHI,2009-10,24,53,19,29.8,10.9,6.0,4.8,0.9,1.0,2.5,0.434,0.37,0.793,33.3,21.0,0.579,0.7,3.2
DeMar Williams,LAL,2009-10,24,34,16,8.5,14.3,2.3,2.7,0.5,0.1,2.2,0.535,0.319,0.763,26.9,15.0,0.551,-5.6,0.3
DeAndre Roberts,MIL,2009-10,21,72,53,20.3,19.5,3.9,4.5,1.1,0.3,3.4,0.5,0.38,0.779,25.2,23.7,0.489,4.8,3.9
Devin Hill,SAS,2009-10,24,71,41,31.4,23.4,9.0,0.4,1.2,0.7,1.1,0.472,0.413,0.872,18.8,15.7,0.492,1.8,4.4
Kyle Wilson,NYK,2009-10,26,22,19,37.4,27.3,6.1,3.9,0.8,1.1,3.7,0.462,0.291,0.794,29.5,13.9,0.482,3.4,-0.2
Nikola Young,GSW,2009-10,21,56,50,9.6,9.7,4.0,4.6,1.1,0.8,3.2,0.532,0.286,0.721,16.3,17.8,0.482,-1.8,3.4
Devin Lopez,CLE,2009-10,24,35,4,25.4,16.4,8.5,3.6,0.7,1.4,1.9,0.42,0.371,0.893,25.4,11.2,0.555,-1.5,-0.6
Kyle Wright,BKN,2009-10,26,62,15,15.1,23.5,5.3,4.6,0.6,0.8,3.1,0.508,0.407,0.806,21.5,13.3,0.522,6.5,0.8
Fred Anderson,NOP,2009-10,23,76,45,21.3,14.2,7.2,0.2,1.0,0.2,1.8,0.38,0.312,0.763,27.1,13.3,0.617,2.9,2.0
Julius Turner,HOU,2009-10,23,58,51,38,5.2,6.3,0.3,1.3,0.3,2.1,0.428,0.382,0.861,19.6,9.8,0.574,1.3,1.5
Chris Thomas,CHA,2009-10,29,26,4,33.0,10.9,7.5,4.1,1.2,0,0.7,0.467,0.302,0.767,33.3,18.7,0.612,-3.0,0.3
Luka Wilson,PHX,2009-10,28,43,40,15.6,16.7,0.5,4.1,1.6,0,1.4,0.45,0.359,0.662,21.8,20.6,0.54,-2.4,4.0
Tyler Thompson,TOR,2009-10,24,80,10,18.6,9.5,5.4,0.2,0.7,0.4,2.3,0.473,0.378,0.743,32.1,11.1,0.624,2.0,4.8
Trae Thomas,IND,2009-10,22,48,42,26.4,15.9,1.0,0.2,0.3,0.9,1.0,0.512,0.364,0.9,32.1,16.3,0.585,0.3,-4.0
Tyrese Carter,LAL,2009-10,22,22,21,18.7,15.2,2.1,1.7,0.7,0.9,1.9,0.398,0.382,0.693,27.5,22.8,0.547,2.3,0.3
Kevin Reed,ORL,2009-10,30,80,10,30.3,13.9,6.0,2.4,0.3,0,1.2,0.508,0.356,0.852,29.1,16.1,0.609,-0.6,3.5
Jayson Parker,MIA,2009-10,30,21,12,28.6,17.5,5.7,1.0,0.9,1.0,3.3,0.496,0.312,0.729,25.4,13.2,0.529,-1.7,2.5
Cade Moore,DAL,2009-10,27,56,22,30.9,14.7,8.8,0.5,1.4,0,1.8,0.525,0.308,0.817,28.3,8.6,0.526,1.6,3.1
Luka Hill,GSW,2009-10,28,73,71,8.5,31.0,4.4,0.8,1.2,1.1,2.7,0.423,0.396,0.842,31.2,17.8,0.499,-2.3,-0.6
CJ Anderson,MEM,2009-10,21,64,21,23.2,12.8,7.1,2.5,2.3,0,2.9,0.52,0.396,0.852,20.8,10.6,0.527,1.0,2.1
CJ Mitchell,HOU,2009-10,30,68,14,19.3,30.1,6.8,3.2,0.5,0.9,1.9,0.409,0.31,0.808,23.9,19.3,0.644,-5.9,4.5
Julius Adams,POR,2009-10,23,43,0,36.3,13.1,4.5,4.4,0.4,0.8,2.6,0.46,0.337,0.703,24.5,19.1,0.495,4.6,5.1
Domantas Murphy,LAC,2009-10,20,53,40,24.7,18.7,5.4,5.8,1.5,0.7,2.0,0.51,0.329,0.812,22.7,19.4,0.518,-3.7,2.3
Nikola Wilson,LAL,2009-10,21,26,26,33.6,21.7,7.9,6.2,1.3,1.6,1.2,0.434,0.376,0.812,23.1,18.1,0.647,-2.3,0.6
DeAndre Turner,NYK,2009-10,27,81,69,19.9,11.3,0.5,11.4,1.7,0.5,1.8,0.415,0.289,0.795,24.5,13.8,0.507,-8.0,3.0
Chris Wright,CLE,2009-10,20,62,44,16.7,17.3,15.1,7.9,1.4,1.4,1.1,0.517,0.342,0.85,33.3,12.1,0.524,-3.7,-0.4
James Phillips,TOR,2009-10,23,72,1,16.6,15.8,11.8,4.3,0.9,0.1,3.3,0.547,0.39,0.726,22.8,16.8,0.636,8.0,0.3
Ja Morris,MIL,2009-10,21,69,20,28.4,11.3,7.3,0.3,1.4,1.5,1.1,0.461,0.281,0.88,17.8,19.3,0.644,-0.1,1.5
Malik Wilson,PHI,2009-10,23,80,77,20.7,23.4,5.4,8.1,0.8,0.3,1.3,0.503,0.383,0.699,32.5,13.5,0.501,0.2,1.0
Malik Collins,PHI,2009-10,21,65,12,26.9,18.8,4.3,6.6,0.8,0.9,2.1,0.475,0.418,0.692,33.4,3.9,0.503,-4.5,2.9
Bam Miller,CLE,2009-10,28,29,27,28.5,7.7,8.8,3.9,0.9,0.9,0.8,0.383,0.406,0.858,29.1,13.4,0.629,1.9,2.3
Jordan Phillips,IND,2009-10,19,58,54,24.0,6.5,4.5,6.0,1.0,1.1,1.9,0.543,0.303,0.66,30.8,17.4,0.577,5.2,-0.3
Brandon Taylor,DAL,2009-10,30,45,26,19.1,19.3,3.5,3.6,0.5,0.1,1.7,0.522,0.331,0.677,17.6,16.3,0.5,2.5,-1.2
Khris Williams,MIA,2009-10,32,57,16,30.8,16.1,8.8,1.3,1.1,0.7,2.1,0.394,0.402,0.653,15.9,21.2,0.594,-2.4,1.5
Malik Johnson,MIA,2009-10,20,58,50,33.6,15.7,6.0,2.0,0.8,0.9,1.6,0.503,0.413,0.784,28.8,22.9,0.587,-6.3,2.9
Anthony Anderson,POR,2009-10,22,23,13,17.3,23.4,4.6,2.4,0.5,0.9,2.8,0.438,0.292,0.665,21.7,13.5,0.495,1.3,1.4
Cade Roberts,SAC,2009-10,20,34,4,25.5,9.0,5.5,8.2,1.4,0.5,1.6,0.452,0.406,0.909,20.7,16.3,0.544,0.4,-0.0
Shai Reed,TOR,2009-10,23,42,3,31.4,11.0,7.8,0.6,0.2,1.3,2.1,0.381,0.352,0.782,24.1,16.7,0.482,2.9,2.7
CJ Baker,HOU,2009-10,27,67,52,26.4,9.6,8.0,5.4,1.5,0.9,1.5,0.407,0.289,0.805,22.8,18.0,0.568,-4.2,2.4
Devin Williams,DAL,2009-10,28,37,5,13.2,12.5,5.7,2.2,0,1.0,2.7,0.533,0.29,0.742,25.8,8.1,0.645,3.9,0.4
James White,SAS,2009-10,29,31,23,19.6,8.4,6.0,8.3,0.7,0.9,2.3,0.389,0.363,0.719,22.4,22.1,0.511,4.6,1.3
Bam Green,PHI,2009-10,25,74,73,33.4,9.9,7.8,3.8,0.5,0.8,1.2,0.458,0.282,0.671,23.2,11.2,0.548,3.6,2.7
Chris Wilson,MIA,2009-10,23,25,11,21.6,3.2,7.5,1.3,0.7,0,1.3,0.528,0.396,0.723,19.0,9.1,0.539,2.5,3.3
Donovan Mitchell,CHA,2009-10,25,48,12,23.5,21.9,1.6,0.2,0.5,0,3.6,0.476,0.378,0.687,18.0,12.7,0.563,0.7,1.7
Jayson Taylor,MEM,2009-10,24,32,19,24.1,10.9,8.6,0.5,1.2,0.5,2.1,0.547,0.413,0.803,31.4,26.2,0.493,2.0,-1.1
Marcus Hill,NOP,2009-10,28,52,52,34.9,13.3,7.9,1.3,1.2,0.8,1.9,0.496,0.305,0.781,31.1,8.8,0.482,0.2,0.5
Tyrese Green,MIL,2009-10,24,60,42,21.3,30.4,4.7,2.6,1.2,0.3,1.1,0.472,0.404,0.91,20.1,20.3,0.555,-1.1,2.4
Ja Evans,MIA,2009-10,31,81,20,37.2,5.1,4.4,1.9,0.5,1.2,1.6,0.458,0.313,0.683,17.7,12.7,0.618,-5.5,2.8
Chris Baker,MIL,2009-10,22,37,30,21.1,16.9,0.5,4.7,1.3,0.8,2.4,0.474,0.411,0.843,21.1,12.3,0.567,-2.4,1.5
Andre Brown,IND,2009-10,23,50,20,15.1,12.7,0.5,3.1,0.5,0.6,4.1,0.508,0.361,0.778,27.4,10.5,0.56,0.4,-0.8
